34,2019-11-03,407,3,400,Follow,Clean,-1,-1,-1
35,2019-11-03,406,1,140,Follow,Fell/Hung,-1,-1,-1
36,2019-11-09,262,1,50,Lead,Flash,-1,-1,-1
37,2019-11-09,264,1,50,TR,Clean,-1,-1,-1
38,2019-11-09,264,1,50,Lead,Redpoint,-1,-1,-1
39,2019-11-09,256,1,50,Lead,Flash,-1,-1,-1
40,2019-11-09,258,1,50,Lead,Flash,-1,-1,-1
41,2019-11-09,279,1,45,TR,Clean,-1,-1,-1
42,2019-11-09,280,1,40,TR,Clean,-1,-1,-1
43,2019-12-26,42,1,60,TR,Clean,"Mock led, lots of bomber gear, mostly nuts & tricams",-1,-1
44,2019-12-26,40,1,60,Lead,Fell/Hung,-1,-1,-1
45,2019-12-27,27,1,60,Lead,Redpoint,-1,2,-1
46,2019-12-27,32,1,80,Lead,Onsight,-1,2,-1
47,2019-12-27,574,1,60,Lead,Redpoint,-1,2,-1
48,2019-12-27,319,1,90,Lead,Onsight,-1,2,-1
49,2019-12-27,315,1,90,Lead,Redpoint,First trad lead! Felt great :),2,-1
50,2020-02-01,415,1,50,TR,Clean,"First climbers to the crag, found booty quad anchor ",-1,-1
51,2020-02-01,34,1,40,Lead,Pinkpoint,"Felt super desperate in September, found a high-ish left foot on a chip makes the crux move easy",-1,-1
52,2020-02-01,574,1,60,Lead,Redpoint,"Right variation. Super easy, albeit a little pumpy",-1,-1
53,2020-02-01,574,1,60,TR,Clean,"Straight up the middle variation, the hardest one IMO. No falls though",-1,-1
54,2020-02-15,315,1,90,Lead,Redpoint,-1,-1,-1
55,2020-02-15,319,1,90,TR,Clean,-1,-1,-1
56,2020-02-15,574,1,60,Lead,Fell/Hung,-1,-1,-1
57,2020-02-15,415,1,50,Lead,Redpoint,-1,-1,-1
58,2020-03-14,314,1,90,TRS,Clean,First TR solo,-1,-1
59,2020-03-14,14,1,50,TR,Clean,Did not use the arete on the left at the top,-1,-1
60,2020-03-14,417,1,60,TR,Clean,-1,-1,-1
61,2020-03-14,419,1,50,Lead,Onsight,-1,-1,-1
62,2020-03-14,33,1,80,Lead,Redpoint,-1,-1,-1
63,2020-03-14,572,1,70,Lead,Pinkpoint,-1,-1,-1
64,2020-03-14,15,1,50,Follow,Fell/Hung,"Had to jug past the roof move, so it doesn&#39;t really count :(",-1,-1
65,2020-03-20,16,1,55,TR,Clean,-1,3,-1
66,2020-03-20,17,1,50,TR,Clean,-1,3,-1
67,2020-03-21,533,2,320,Follow,Clean,-1,3,-1
68,2020-03-21,18,1,80,TR,Clean,-1,3,-1
69,2020-03-21,19,1,50,TR,Clean,-1,3,-1
70,2020-03-21,20,1,80,TR,Clean,-1,3,-1
71,2020-03-21,20,1,80,TR,Clean,-1,3,-1
72,2020-03-21,455,1,120,TR,Clean,-1,3,-1
73,2020-03-21,513,1,100,Follow,Clean,-1,3,-1
74,2020-05-10,392,1,120,Lead,Onsight,First lead at Moores!,4,-1
75,2020-05-10,21,1,100,Follow,Fell/Hung,One fall at the crux,4,-1
76,2020-05-10,325,1,100,Follow,Clean,Clean follow,4,-1
77,2020-05-10,22,1,120,Follow,Clean,Clean follow,4,-1
78,2020-05-10,321,1,110,Lead,Onsight,-1,4,-1
79,2020-05-10,23,1,150,Follow,Fell/Hung,Two falls,4,-1
80,2020-05-16,405,2,200,Lead,Onsight,-1,-1,-1
81,2020-05-16,321,1,110,Lead,Redpoint,-1,-1,-1
82,2020-05-16,24,1,200,Lead,Onsight,-1,-1,-1
83,2020-05-17,406,1,140,Lead,Redpoint,-1,5,-1
84,2020-05-17,407,3,400,Lead,Redpoint,-1,5,-1
85,2020-05-17,407,3,400,Follow,Clean,Robs first lead!,5,-1
86,2020-05-23,25,1,280,TRS,Fell/Hung,TR solo. one fall low,-1,-1
87,2020-05-23,132,1,400,TRS,Clean,TR solo. went off route to the left to get back to anchors,-1,-1
88,2020-05-23,26,1,300,TRS,Fell/Hung,TR solo. one fall low,-1,-1
89,2020-05-24,27,1,60,TR,Clean,-1,-1,-1
90,2020-05-24,419,1,50,Lead,Redpoint,-1,-1,-1
91,2020-05-24,33,1,80,Lead,Fell/Hung,-1,-1,-1
92,2020-05-24,28,1,45,TR,Clean,-1,-1,-1
93,2020-05-24,29,1,30,TR,Clean,On sight,-1,-1
94,2020-06-06,122,2,200,Lead,Fell/Hung,"Backed off pitch 2, didn&#39;t think I had the gear. It goes on small gear, get good at hand jams",6,-1
95,2020-06-06,593,3,250,Lead,Onsight,Forgot there was a 3rd pitch and soloed it because we thought the climb was over ,6,-1
96,2020-06-07,30,1,30,TR,Clean,-1,6,-1
97,2020-06-07,31,1,30,TR,Clean,-1,6,-1
98,2020-06-18,94,1,50,TRS,Fell/Hung,"The Medallion. TR solo, fell",-1,-1
99,2020-06-18,94,1,50,TRS,Fell/Hung,"The Medallion. TR solo, fell",-1,-1
100,2020-06-18,94,1,50,TRS,Fell/Hung,"The Medallion. TR solo, fell",-1,-1
101,2020-06-19,94,1,50,TRS,Clean,"The Medallion. TR solo, send. ",-1,-1
102,2020-06-19,94,1,50,TRS,Fell/Hung,"The Medallion. TR solo, fell. Get the left foot high on crux move",-1,-1
103,2020-06-21,94,1,50,TRS,Fell/Hung,The Medallion. TR Solo. Practiced placing gear and hung to fiddle with placements,-1,-1
104,2020-06-21,94,1,50,TRS,Clean,The Medallion. TR solo. Send ,-1,-1
105,2020-06-21,94,1,50,TRS,Clean,"The Medallion. TR solo. Send, climb smarter through the crux. Use the ledge+left hand palm press",-1,-1
106,2020-06-22,94,1,50,TRS,Clean,The Medallion. TR solo. Send,-1,-1
107,2020-06-22,94,1,50,TRS,Clean,The Medallion. TR solo. Send,-1,-1
108,2020-06-22,94,1,50,Lead,Redpoint,"The Medallion FA. Swam to base, soloed to start. ",7,-1
109,2020-06-26,32,1,80,TR,Clean,-1,-1,-1
110,2020-07-12,33,1,80,Lead,Pinkpoint,-1,-1,-1
111,2020-07-12,36,1,45,Lead,Redpoint,-1,-1,-1
112,2020-07-12,34,1,60,Lead,Redpoint,-1,-1,-1
113,2020-07-12,35,1,40,TR,Clean,-1,-1,-1
114,2020-07-12,384,1,50,Lead,Fell/Hung,-1,-1,-1
115,2020-07-12,384,1,50,Lead,Fell/Hung,-1,-1,-1
116,2020-07-12,125,1,50,Lead,Flash,-1,-1,-1
117,2020-07-18,35,1,40,TR,Clean,-1,-1,-1
118,2020-07-18,574,1,60,Lead,Redpoint,-1,-1,-1
119,2020-07-18,574,1,60,Lead,Pinkpoint,-1,-1,-1
120,2020-07-18,36,1,45,Lead,Redpoint,-1,-1,-1
121,2020-07-18,414,1,50,Lead,Redpoint,-1,-1,-1
122,2020-07-18,384,1,50,Lead,Fell/Hung,-1,-1,-1
123,2020-07-18,384,1,50,Lead,Redpoint,do the left heelhook beta next time instead of the mega layback,-1,-1
124,2020-07-18,44,1,55,Lead,Fell/Hung,fell because I couldn't find Crux hold (horn). can get it next time,-1,-1
125,2020-07-18,37,1,50,TR,Clean,-1,-1,-1
126,2020-07-19,38,1,25,Lead,Onsight,-1,-1,-1
127,2020-07-19,410,1,25,Lead,Fell/Hung,"Pumped out and fell at crux, then got through on the second try",-1,-1
128,2020-07-19,410,1,25,TR,Clean,"Clean climb, but on TR",-1,-1
129,2020-07-19,413,1,40,Lead,Onsight,-1,-1,-1
130,2020-07-19,413,1,40,TR,Clean,-1,-1,-1
131,2020-07-19,413,1,40,TR,Clean,"Moved right just after getting hands above the roof, making for a contrived roof pull",-1,-1
132,2020-07-27,42,1,60,Lead,Redpoint,-1,-1,-1
133,2020-07-27,39,1,60,Lead,Redpoint,-1,-1,-1
134,2020-07-27,40,1,60,Lead,Redpoint,-1,-1,-1
135,2020-08-02,41,1,50,Lead,Onsight,Borrowed some aliens from someone,-1,-1
136,2020-08-02,42,1,60,Lead,Redpoint,-1,-1,-1
137,2020-08-02,43,1,60,Lead,Onsight,-1,-1,-1
138,2020-08-09,124,1,60,Lead,Onsight,-1,-1,-1
139,2020-08-09,249,1,60,Lead,Fell/Hung,Rested before crux,-1,-1
140,2020-08-09,44,1,55,Lead,Redpoint,-1,-1,-1
141,2020-08-09,44,1,55,TR,Clean,-1,-1,-1
142,2020-08-09,384,1,50,Lead,Redpoint,"Heelhook beta works, feels good",-1,-1
143,2020-08-16,46,1,250,Lead,Onsight,"Had to downclimb just before the pitch 2 slab, it was soaking wet",7,-1
144,2020-08-16,45,3,250,Follow,Clean,-1,7,-1
145,2020-08-24,105,1,10,Flash,-1,-1,-1,-1
146,2020-08-24,106,1,20,Flash,-1,-1,-1,-1
147,2020-08-24,47,1,7,Send,-1,-1,-1,-1
148,2020-08-24,107,1,12,Flash,-1,-1,-1,-1
149,2020-08-24,108,1,14,Flash,-1,-1,-1,-1
150,2020-08-24,109,1,10,Flash,-1,-1,-1,-1
151,2020-08-24,110,1,12,Flash,-1,-1,-1,-1
152,2020-08-24,48,2,25,Flash,-1,-1,-1,-1
153,2020-08-24,49,2,12,Flash,-1,-1,-1,-1
154,2020-08-25,50,1,14,Flash,-1,-1,-1,-1
155,2020-08-25,51,1,10,Flash,-1,-1,-1,-1
156,2020-08-25,592,1,10,Flash,-1,-1,-1,-1
157,2020-08-25,52,1,10,Attempt,-1,-1,-1,-1
158,2020-08-25,53,1,16,Flash,-1,-1,-1,-1
159,2020-08-25,54,1,11,Flash,-1,-1,-1,-1
160,2020-08-25,55,1,10,Flash,-1,-1,-1,-1
161,2020-08-30,94,1,50,Lead,Redpoint,The Medallion (downgraded to 9+). Nighttime ascent ,1,-1
162,2020-08-30,56,1,15,Lead,Redpoint,Flatten Your Curves. Nighttime ascent. ,1,-1
163,2020-09-05,57,1,60,Lead,Onsight,used 3 bolts from Fierce Face at the end,-1,-1
164,2020-09-05,57,1,60,Lead,Pinkpoint,-1,-1,-1
165,2020-09-05,58,1,75,Lead,Onsight,really ought to get a #3 and #4 ,-1,-1
166,2020-09-05,59,1,70,TR,Fell/Hung,"Accidentally used the arete a couple times, hangdog. Fun though!",-1,-1
167,2020-09-05,60,1,60,Lead,Flash,-1,-1,-1
168,2020-09-05,61,1,50,TR,Fell/Hung,"Climbed through to the roof clean, mussed up my foot beta just after getting hands above the roof",-1,-1
169,2020-09-05,62,1,40,TR,Clean,flash,-1,-1
170,2020-09-05,63,1,60,TR,Clean,flash,-1,-1
171,2020-09-06,64,1,50,Lead,Onsight,-1,-1,-1
172,2020-09-06,397,1,65,TR,Clean,hung to try to booty the two stuck pieces,-1,-1
173,2020-09-06,397,1,65,Lead,Fell/Hung,"Fell once through crux, first fall on gear!",-1,-1
174,2020-09-06,120,1,65,TR,Clean,Flash,-1,-1
175,2020-09-06,119,1,80,TR,Clean,Flash,-1,-1
176,2020-09-06,78,1,65,TR,Clean,Flash,-1,-1
177,2020-09-06,65,1,65,Follow,Fell/Hung,"Fell at roof, hung to remove some tough pieces ",8,-1
178,2020-09-07,229,2,220,Lead,Flash,Woo!,9,-1
179,2020-09-19,241,1,75,Lead,Onsight,-1,10,-1
180,2020-09-19,66,1,70,Lead,Flash,-1,10,-1
181,2020-09-19,117,1,45,Lead,Flash,-1,10,-1
182,2020-09-19,113,1,80,Lead,Onsight,Super fun!,10,-1
183,2020-09-19,116,1,90,Lead,Fell/Hung,Fell at the Crux. rest up better at the second rest next time,10,-1
184,2020-09-19,67,1,40,Lead,Fell/Hung,"Booked my ticket on the flight one move below the anchors, flew about 20ft. Woo!",10,-1
185,2020-09-19,68,1,50,Lead,Fell/Hung,Pumped out on near the last moves. Belayed Carter for his first lead,10,-1
186,2020-09-20,69,1,60,Lead,Onsight,-1,10,-1
187,2020-09-20,246,1,70,Lead,Onsight,"First 5.10 trad lead, easy one to start with!",10,-1
188,2020-09-20,70,1,70,Lead,Fell/Hung,Took a decent whip ~8ft shy of the anchors. Ripped one piece on the way down. Fun stuff!,10,-1
189,2020-09-20,243,1,70,Follow,Clean,Clean follow,10,-1
190,2020-09-20,247,1,70,TR,Clean,"Clean TR, would be pretty tough on lead",10,-1
191,2020-09-20,71,1,60,TR,Clean,"Super fun moves, love it!",10,-1
192,2020-09-21,72,1,70,TRS,Fell/Hung,TR solo. Took a couple times,-1,-1
193,2020-09-21,73,1,70,TRS,Fell/Hung,TR solo. Hangdog. My poor fingers,-1,-1
194,2020-09-22,397,1,65,TRS,Fell/Hung,TR solo. One fall,-1,-1
195,2020-09-22,397,1,65,TRS,Fell/Hung,TR solo. One fall,-1,-1
196,2020-09-22,78,1,65,TRS,Clean,TR solo. Clean,-1,-1
197,2020-09-22,74,1,80,TRS,Fell/Hung,"TR solo. A couple falls, get a high left foot",-1,-1
198,2020-09-22,75,1,50,TRS,Clean,TR solo. Flash,-1,-1
199,2020-09-23,120,1,65,TRS,Clean,TR solo. Direct start. Send,-1,-1
200,2020-09-23,119,1,80,TRS,Clean,TR solo. Send,-1,-1
201,2020-09-23,76,1,60,TRS,Fell/Hung,TR solo. Fell at crux,-1,-1
202,2020-09-23,76,1,60,TRS,Clean,TR solo. Send,-1,-1
203,2020-09-23,77,1,70,TRS,Fell/Hung,TR solo. Fell once at crux,-1,-1
204,2020-09-24,78,1,65,TRS,Clean,TR solo. Clean,-1,-1
205,2020-09-24,79,1,8,Flash,-1,-1,-1,-1
206,2020-09-24,80,1,8,Attempt,-1,Got a big flapper on the crux move(?) moving from the fat fin after the start holds,-1,-1
207,2020-09-26,81,1,120,Follow,Clean,Clean follow,-1,-1
208,2020-09-26,82,1,80,Lead,Flash,-1,-1,-1
209,2020-09-26,83,1,80,Follow,Clean,clean follow,-1,-1
210,2020-09-26,84,1,90,Follow,Fell/Hung,1 fall under roof,-1,-1
211,2020-09-26,85,1,90,Follow,Clean,clean follow,-1,-1
212,2020-09-26,86,1,80,Lead,Onsight,-1,-1,-1
213,2020-09-26,87,1,90,Follow,Fell/Hung,fell once after low traverse,-1,-1
214,2020-09-26,88,1,90,Follow,Clean,clean follow,-1,-1
215,2020-09-27,89,1,50,Follow,Clean,Clean follow,11,-1
216,2020-09-27,403,1,70,Follow,Clean,Clean follow,11,-1
217,2020-09-27,90,1,90,Lead,Onsight,"Tricky gear low, walk in the park after the ledge",11,-1
218,2020-09-27,91,1,80,Follow,Clean,Clean follow. Super fun!,11,-1
219,2020-09-27,92,1,70,Follow,Clean,Clean follow. Gotta come back for the lead!,11,-1
220,2020-10-03,111,2,160,Lead,Onsight,Pitch 2 is a must do! So fun!,12,-1
221,2020-10-03,112,1,70,Lead,Onsight,stout traverse,12,-1
222,2020-10-03,93,1,90,TR,Fell/Hung,one fall on thin section above roof pull,12,-1
223,2020-10-03,589,1,80,Lead,Flash,-1,12,-1
224,2020-10-03,111,1,160,Follow,Clean,clean follow (just P1),12,-1
225,2020-10-05,94,1,50,Lead,Fell/Hung,The Medallion (settled on 10a). Fell on a #2 after blowing a hold,12,-1
226,2020-10-17,540,3,250,Lead,Onsight,-1,13,-1
227,2020-10-17,541,2,150,Follow,Clean,Followed Kelly clean,13,-1
228,2020-10-17,510,1,150,Lead,Onsight,Way more than I had bargained for,13,-1
229,2020-10-18,540,3,250,Follow,Clean,Followed Walker clean,13,-1
230,2020-10-18,456,1,60,Lead,Onsight,"Meant to do Ecstasy, ended up here!",13,-1
231,2020-10-22,95,1,12,Flash,-1,-1,14,-1
232,2020-10-22,96,1,8,Send,-1,-1,14,-1
233,2020-10-22,97,1,12,Flash,-1,-1,14,-1
234,2020-10-22,98,1,11,Flash,-1,-1,14,-1
235,2020-10-22,99,1,10,Send,-1,-1,14,-1
236,2020-10-22,100,1,10,Flash,-1,-1,14,-1
237,2020-10-24,101,1,50,Lead,Onsight,-1,14,-1
238,2020-10-24,102,1,50,Lead,Onsight,-1,14,-1
239,2020-10-24,103,1,80,Lead,Fell/Hung,"Fell just below the anchors, wacky sequence",14,-1
240,2020-10-24,103,1,80,Lead,Redpoint,-1,14,-1
241,2020-10-24,104,1,80,Lead,Fell/Hung,"Blew a foot at 3rd bolt, pumped out at 8th. Fun movement up high, but very dirty holds the entire first half",14,-1
242,2020-10-31,296,1,90,Lead,Onsight,Spoopy climb ,15,-1
243,2020-10-31,407,3,400,Lead,Redpoint,"Spoopy climb. 3 pieces first two pitches, 1 piece last pitch",15,-1
244,2020-11-15,105,1,12,Send,-1,No pad piddling,12,-1
245,2020-11-15,106,1,20,Attempt,-1,"No pad or chalk, backed down halfway up due to slick holds",12,-1
246,2020-11-15,107,1,12,Send,-1,No pad piddling,12,-1
247,2020-11-15,108,1,14,Send,-1,No pad piddling,12,-1
248,2020-11-15,109,1,12,Send,-1,No pad piddling,12,-1
249,2020-11-15,110,1,12,Send,-1,No pad piddling,12,-1
250,2020-11-22,111,2,160,Follow,Clean,-1,-1,-1
251,2020-11-22,112,1,70,Follow,Clean,-1,-1,-1
252,2020-11-22,589,1,80,Lead,Redpoint,-1,-1,-1
253,2020-11-27,113,1,80,Lead,Pinkpoint,-1,-1,-1
254,2020-11-27,114,1,70,Lead,Onsight,-1,-1,-1
255,2020-11-27,115,1,75,Lead,Onsight,-1,-1,-1
256,2020-11-27,116,1,90,Lead,Pinkpoint,-1,-1,-1
257,2020-11-27,117,1,45,TR,Clean,-1,-1,-1
258,2020-11-27,118,1,60,Lead,Onsight,"Definitely would want to stick clip next time, beginning moves are real thin",-1,-1
259,2020-11-28,119,1,80,TR,Clean,-1,-1,-1
260,2020-11-28,120,1,65,TRS,Clean,TR solo. Send,-1,-1
261,2020-11-28,121,1,70,Follow,Clean,-1,-1,-1
262,2020-11-28,397,1,65,Lead,Redpoint,-1,-1,-1
263,2020-11-28,397,1,65,TR,Clean,"Ran up it, felt easy",-1,-1
264,2020-12-06,591,3,500,Lead,Onsight,"Simuled first pitch, followed second, led third",12,-1
265,2020-12-12,406,1,140,Lead,Redpoint,-1,16,-1
266,2020-12-12,407,3,400,Follow,Clean,Followed Walker w/ Phil,16,-1
267,2020-12-19,122,2,200,Lead,Redpoint,-1,12,-1
268,2020-12-19,123,3,180,Lead,Onsight,"followed P1, led P2, followed P3",12,-1
269,2021-01-16,124,1,40,Lead,Redpoint,-1,-1,-1
270,2021-01-16,277,1,30,Lead,Fell/Hung,"Pumped out at 3rd bolt, fell at 4th trying crux",-1,-1
271,2021-01-16,277,1,30,TR,Fell/Hung,"TR to 4th bolt, lead to anchors. fell at 3rd and rested at 4th. Sick deadpoint through the crux",-1,-1
272,2021-01-16,384,1,50,Lead,Fell/Hung,"Fell just above crux bolt, didn't move far enough right",-1,-1
273,2021-01-16,316,1,80,TR,Clean,"TR to last bolt, lead to anchors, clean",-1,-1
274,2021-01-16,125,1,50,Lead,Redpoint,-1,-1,-1
275,2021-02-04,126,1,30,TRS,Fell/Hung,TR solo at night. First ice climb! Laurel Springs just off parkway,-1,-1
276,2021-02-06,127,1,35,TRS,Clean,TR solo clean,-1,-1
277,2021-02-06,128,1,35,TRS,Clean,tr solo clean,-1,-1
278,2021-02-06,129,1,90,TRS,Clean,tr solo clean,-1,-1
279,2021-02-06,167,1,35,TRS,Clean,tr solo clean,-1,-1
280,2021-02-09,130,1,50,LRS,Onsight,First LRS. Used grigri 1. Try using cache loop w/ micro trax next time,-1,-1
281,2021-02-09,131,1,50,LRS,Onsight,LRS ,-1,-1
282,2021-02-20,252,1,150,Lead,Onsight,The block move is exciting!,12,-1
283,2021-02-20,132,3,400,Lead,Onsight,"Swung leads, only led P2",12,-1
284,2021-03-14,133,1,210,Lead,Onsight,"Only used passive pro, eats up tricams. Didn&#39;t trend right far enough and ended up topping out just left of New Standards",12,-1
285,2021-03-14,134,1,80,Lead,Onsight,Shook like a leaf in the wind but sent anyway. Got a decent .2 X4 in before the first bolt,12,-1
286,2021-03-20,135,5,400,Lead,Onsight,"Swung leads, led 1 and 3. Probably better when you can feel your fingers and toes",12,-1
287,2021-04-02,574,1,60,Lead,Redpoint,-1,-1,-1
288,2021-04-02,136,1,70,Lead,Fell/Hung,Crux sidepull is wacky,-1,-1
289,2021-04-02,136,1,70,Lead,Pinkpoint,Just gun it,-1,-1
290,2021-04-02,277,1,30,Lead,Fell/Hung,Need to dial the face under the roof for the send,-1,-1
291,2021-04-02,137,1,80,LRS,Fell/Hung,"LRS w/ gg1 and trax cache loop, took a test fall",-1,-1
292,2021-04-03,138,1,2200,Solo,Clean,So worked,12,-1
293,2021-04-12,139,1,90,LRS,Onsight,LRS w/ revo & mtrax. Took some practice whips from the anchors,17,-1
294,2021-04-12,140,1,140,LRS,Fell/Hung,LRS w/ revo & mtrax. Took a short fall at the 5th bolt due to pump and fuck it,17,-1
295,2021-04-12,141,1,60,TRS,Clean,"TR solo. Should lead on sport later, would be fun",-1,-1
296,2021-04-13,311,4,200,LRS,Onsight,LRS revo & mtrax. So fun!,-1,-1
297,2021-04-13,142,1,40,Solo,Clean,-1,-1,-1
298,2021-04-15,143,1,45,Lead,Onsight,-1,18,-1
299,2021-04-15,144,1,85,Lead,Flash,-1,18,-1
300,2021-04-15,145,1,50,Lead,Fell/Hung,Pumped out and whipped from the 3rd bolt. Whee!,19,-1
301,2021-05-08,146,1,60,Lead,Onsight,Fun lead!,19,-1
302,2021-05-08,393,1,50,Lead,Onsight,-1,19,-1
303,2021-05-08,147,1,60,Lead,Fell/Hung,Took a fall for Kek to practice lead belaying ,19,-1
304,2021-05-08,418,1,50,TR,Clean,-1,19,-1
305,2021-05-08,277,1,30,TR,Clean,Clean. I think I found the low beta!,19,-1
306,2021-05-08,277,1,30,TR,Clean,Clean. Extra practice I guess,19,-1
307,2021-05-09,230,1,120,Lead,Onsight,-1,-1,-1
308,2021-05-09,313,1,120,Lead,Flash,-1,-1,-1
309,2021-05-09,405,2,200,Lead,Redpoint,-1,-1,-1
310,2021-05-25,148,2,250,Solo,Clean,"Pulled on fixed ropes, all in good condition",12,-1
311,2021-05-26,149,3,400,Lead,Onsight,"Swung leads, followed P2 and P3 that were linked",12,-1
312,2021-05-27,150,1,1100,Solo,Clean,Super fun!,12,-1
313,2021-05-28,151,3,330,Lead,Onsight,"Led P1 & P3, only had 7 draws but it was fine",12,-1
314,2021-05-29,152,4,250,Lead,Onsight,"Pitches blended together because it's so wacky. followed P1, and P4, ""led"" P3. Entire party accidentally soloed P2 because it's so mellow",12,-1
315,2021-05-30,153,3,250,Lead,Onsight,Took a lesser traveled crack on P1 level w/ petroglyph. Had the place to ourselves!,20,-1
316,2021-06-02,154,1,130,Lead,Onsight,"Super fun, fairly sustained",20,-1
317,2021-06-02,155,1,90,Lead,Onsight,"Took smaller crack a few feet to the left at the start, definitely harder than the normal one",20,-1
318,2021-06-02,156,1,70,Follow,Clean,"Clean follow, night climb",20,-1
319,2021-06-03,157,1,55,TR,Clean,Clean TR. Really good clipping stances for each bolt. Probably should have raised my expectations and tried for a lead,20,-1
320,2021-06-03,158,1,50,Lead,Onsight,Runout? I placed 7 pieces,20,-1
321,2021-06-03,159,1,40,Lead,Onsight,Tricky to figure out where to pull the roof,20,-1
322,2021-06-04,160,1,170,Follow,Clean,"Followed P1, left from the anchors due to time",20,-1
323,2021-06-05,161,3,325,Lead,Onsight,Led all three pitches,20,-1
324,2021-06-05,162,5,700,Lead,Onsight,Used up literally all my gear on P4. Followed summit pitch ,20,-1
325,2021-06-06,163,1,60,Lead,Flash,"Hartman&#39;s. Not sure route name. Rob led first, I pink pointed it",20,-1
326,2021-07-05,164,1,120,Lead,Onsight,"Led P1 clean, bailed due to lack of water. Next time!",12,-1
327,2021-07-11,171,2,180,LRS,Redpoint,LRS P1 w/ revo,17,-1
328,2021-07-11,407,6,800,LRS,Redpoint,"LRS w/ revo. P2 was 80% sopping wet, made for a bit of spice",17,-1
329,2021-08-18,165,8,900,Lead,Onsight,"Swung leads, led odds. P6 is definitely super fun!!!",12,-1
330,2021-08-27,166,1,0,Solo,Clean,"Glacier is out, had to turn back at it's base",12,-1
331,2021-09-22,167,1,35,Lead,Redpoint,-1,12,-1
332,2021-09-22,168,1,60,Lead,Onsight,-1,12,-1
333,2021-10-11,169,5,500,Lead,Onsight,"Led odds, linked P1 with P2 and P6 with P7 as described in the comments",12,-1
334,2022-01-06,170,1,60,LRS,Fell/Hung,LRS. Took a practice fall halfway up,17,-1
335,2022-01-06,170,1,60,TRS,Clean,TRS,-1,-1
336,2022-01-15,171,5,580,Lead,Flash,"Followed P1, onsighted P2 through P5 on lead. The spice is real! Found a red tricam passive placement about 8 feet below the top of P4",9,-1
337,2022-01-23,185,1,60,TR,Clean,TR to sus out bolt placement,-1,-1
338,2022-01-23,234,1,80,TR,Clean,TR to assess if it would be a good idea to bolt,-1,-1
339,2022-02-05,172,1,80,Lead,Onsight,Whiskey Sour at S-town. Went right under the roof when I should have gone left through it,19,-1
340,2022-02-05,172,1,80,Follow,Clean,"Whiskey Sour, S-town. Followed Kek, who did it right and went through the roof. Her first trad lead!",19,-1
341,2022-02-05,173,1,60,Lead,Onsight,"Old Man&#39;s Sugar Daddy, S-town",19,-1
342,2022-02-05,174,1,80,Lead,Fell/Hung,"Shock The Monkey, S-town. Got the technical crux clean, but pumped out on the overhang above. Gotta get that endurance game up",19,-1
343,2022-02-20,175,1,80,Lead,Onsight,-1,-1,-1
344,2022-02-20,176,1,80,Lead,Onsight,-1,-1,-1
345,2022-02-20,177,1,50,Lead,Onsight,-1,-1,-1
346,2022-02-20,178,1,75,Lead,Onsight,"Wide way or the highway was wet so we climbed this one. A ton of fun!
Dragged a group of six up this and 5.9 offwidth by making a rope circle",-1,-1
347,2022-03-14,397,1,65,Lead,Fell/Hung,"Fell at the crux :( felt really good before that, feel a lot more confident with my jams now ",-1,-1
348,2022-04-09,185,1,60,Lead,Flash,-1,21,-1
